date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:33:08	15615/15615	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2009:58:25%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_rand3	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver36eb.html	(from https://www.w3schools.com/sql/func_sqlserver_rand.asp)
11:33:09	15624/15624	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2006:42:30%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_rand4	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver2138.html	(from https://www.w3schools.com/sql/func_sqlserver_rand.asp)
11:33:09	15689/15689	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2005:22:09%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_round	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver950b.html	(from https://www.w3schools.com/sql/func_sqlserver_round.asp)
11:33:10	15634/15634	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2009:58:26%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_round2	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlservere0dd.html	(from https://www.w3schools.com/sql/func_sqlserver_round.asp)
11:33:10	15690/15690	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2007:05:46%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_round3	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver2607.html	(from https://www.w3schools.com/sql/func_sqlserver_round.asp)
11:33:11	15669/15669	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2009:29:28%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_sign	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver788b.html	(from https://www.w3schools.com/sql/func_sqlserver_sign.asp)
11:33:12	15609/15609	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2009:58:28%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_sign2	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver68f7.html	(from https://www.w3schools.com/sql/func_sqlserver_sign.asp)
11:33:13	15652/15652	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2009:58:29%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_sum	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver6b05.html	(from https://www.w3schools.com/sql/func_sqlserver_sum.asp)
11:33:14	15675/15675	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2007:48:48%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_curr_timestamp	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver4b21.html	(from https://www.w3schools.com/sql/func_sqlserver_current_timestamp.asp)
11:33:15	15641/15641	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2006:44:54%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_dateadd	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver4f88.html	(from https://www.w3schools.com/sql/func_sqlserver_dateadd.asp)
11:33:15	15700/15700	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2006:49:50%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_dateadd2	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlservera5e1.html	(from https://www.w3schools.com/sql/func_sqlserver_dateadd.asp)
11:33:16	15643/15643	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2009:02:30%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_dateadd3	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserverbb11.html	(from https://www.w3schools.com/sql/func_sqlserver_dateadd.asp)
11:33:17	15675/15675	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2010:33:13%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_dateadd4	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver3578.html	(from https://www.w3schools.com/sql/func_sqlserver_dateadd.asp)
